lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
149,0,118.8,8,20,4,1,2,0,3,0
54,2,79.2,12,5,4,0,1,3,0,1
51,1,123.11,6,2,4,2,0,0,3,1
26,2,153.0,10,3,4,2,1,0,0,1
297,0,106.0,12,19,2,2,1,0,4,1
108,3,72.25,12,21,4,3,1,0,0,1
28,1,149.0,9,18,4,0,2,0,0,1
205,0,90.0,5,29,4,1,2,0,0,0
291,0,115.0,8,19,3,2,0,1,0,0
10,0,85.0,10,2,3,1,2,0,0,1
23,1,0.0,10,8,4,0,0,0,0,1
128,0,79.2,11,26,4,1,1,3,0,0
14,1,69.0,12,5,3,1,2,0,0,1
19,1,131.35,12,28,4,4,0,0,3,1
8,0,92.4,10,1,4,1,0,0,0,1
111,3,168.3,9,16,4,2,0,0,3,1
46,0,118.8,10,10,3,1,0,1,3,1
0,0,85.0,11,9,4,0,1,3,0,1
68,0,198.9,5,13,4,2,1,0,5,0
27,1,234.0,9,29,4,2,0,0,5,0
224,1,86.62,8,1,4,2,1,0,1,1
207,3,108.9,10,4,4,1,0,0,0,1
61,1,91.0,10,4,3,0,2,0,0,1
12,1,100.0,2,20,3,2,2,0,0,1
60,1,106.2,4,27,4,2,0,0,0,1
186,2,90.95,7,12,4,5,0,0,0,0
0,0,85.0,11,12,4,2,0,0,0,1
81,2,62.37,1,29,4,2,1,0,1,1
0,0,75.0,11,30,4,0,1,0,0,1
43,1,135.9,8,7,4,0,2,0,0,1
41,0,76.9,2,19,4,2,1,0,0,1
59,2,196.35,12,13,4,5,0,1,5,1
102,0,140.4,6,3,4,1,0,0,3,1
132,0,62.0,2,7,3,1,2,0,3,1
32,1,66.59,12,17,4,2,2,3,0,1
3,0,110.0,9,18,0,2,2,0,3,1
212,0,90.95,8,22,4,4,1,0,0,0
167,1,119.7,5,20,4,2,1,0,0,0
63,3,62.32,2,4,4,3,1,0,3,1
170,0,114.04,9,29,4,5,2,0,0,0
18,1,78.54,10,31,4,1,2,0,1,1
21,0,85.0,3,4,4,1,0,0,0,0
84,3,118.8,10,3,4,1,1,0,0,1
99,0,140.4,5,26,4,3,0,0,3,1
1,0,80.0,1,18,4,0,1,0,0,1
49,0,65.75,3,2,4,4,1,3,0,1
62,1,91.48,4,21,4,3,0,0,3,1
71,0,98.0,5,10,3,3,0,1,0,1
0,1,106.25,12,27,4,1,0,1,0,1
18,2,167.74,4,20,4,3,0,0,5,1
1,1,77.44,11,18,4,12,6,0,0,0
13,0,153.0,8,24,4,1,1,0,5,1
29,2,217.1,6,9,4,3,0,0,5,1
37,1,90.95,11,11,4,4,0,0,0,1
11,0,95.0,9,11,3,1,2,0,0,1
23,2,148.0,12,30,4,2,0,0,3,1
19,0,87.0,2,23,3,5,0,0,0,1
5,1,100.87,5,15,4,2,2,0,0,1
71,0,55.8,7,5,4,1,2,3,0,0
227,0,77.35,10,29,4,3,2,3,0,0
0,1,65.0,3,21,2,0,1,0,0,1
39,0,67.0,7,25,2,0,1,0,0,1
79,1,96.62,4,4,4,5,1,0,3,0
115,1,132.6,5,29,4,4,2,0,3,0
63,1,111.6,9,1,4,4,2,0,3,1
154,2,78.99,10,31,4,0,1,0,0,1
14,0,104.17,8,17,4,4,1,0,0,1
237,0,89.25,9,14,4,2,1,0,0,0
1,0,59.75,1,8,4,3,2,0,3,1
21,2,107.42,8,30,4,1,0,0,0,1
49,1,75.0,11,15,3,3,0,0,0,1
119,2,146.7,6,29,4,2,0,0,0,1
73,1,126.9,6,9,4,2,0,0,0,1
20,0,76.81,9,1,4,5,2,0,0,1
103,1,114.3,7,12,4,5,1,0,0,1
24,0,80.2,11,27,4,1,2,0,0,1
4,1,0.0,10,14,1,2,0,0,0,1
6,1,68.0,3,1,2,2,0,0,0,1
43,0,85.5,10,19,3,2,0,0,0,1
31,2,94.5,10,11,4,2,2,0,0,1
55,1,131.4,12,30,4,1,0,0,3,1
8,2,90.0,8,26,4,2,0,0,0,1
47,0,85.0,8,22,3,3,1,0,0,1
20,0,87.0,1,22,4,1,0,0,0,1
103,0,151.2,10,9,4,0,1,0,3,0
32,0,137.52,9,13,4,5,2,0,4,0
4,0,92.4,10,11,4,3,2,0,0,1
179,0,126.9,9,30,4,2,2,0,3,0
73,1,115.04,6,16,4,3,0,0,3,1
8,2,124.0,9,4,4,2,0,0,0,1
172,1,70.85,7,22,4,6,2,0,0,1
130,0,105.3,7,17,4,1,2,0,0,1
125,0,138.3,12,27,4,3,0,0,3,0
107,1,76.5,8,12,4,1,0,0,1,1
211,1,121.55,10,21,4,2,2,0,3,0
30,1,233.1,9,2,4,2,0,1,5,1
134,2,85.5,7,3,4,0,2,3,0,1
15,0,97.0,12,23,4,1,0,0,0,1
265,0,73.95,12,26,4,3,1,0,0,0
34,0,117.0,9,26,4,0,1,0,0,1
12,1,90.0,6,8,3,2,0,0,0,1
277,0,93.08,10,20,4,3,1,0,0,0
18,0,78.17,10,3,4,5,2,3,0,1
202,0,109.8,10,22,4,1,2,0,3,0
203,0,87.12,10,8,3,1,2,0,0,1
0,1,119.33,5,30,4,2,1,0,0,1
34,2,150.98,8,28,4,2,2,0,3,1
57,2,112.2,11,11,4,2,1,0,0,1
109,0,104.4,10,28,4,2,0,0,3,0
2,1,89.0,5,8,4,0,1,3,0,1
123,2,139.5,8,11,4,3,0,0,0,0
11,1,76.29,11,27,4,2,2,3,0,0
156,1,115.25,8,14,4,3,2,0,0,0
30,1,63.21,2,12,4,2,1,0,0,1
218,0,86.62,8,3,4,3,0,0,1,0
25,0,87.0,3,7,3,3,1,0,0,1
166,1,96.3,6,26,4,0,1,0,0,1
48,1,80.3,3,5,4,1,0,0,0,1
69,1,77.86,12,23,4,2,2,0,1,1
132,0,72.25,7,17,3,1,2,0,0,1
59,0,100.0,10,9,3,1,2,0,0,1
17,1,123.62,9,22,4,3,0,0,0,1
91,0,60.0,12,28,3,2,1,0,3,1
13,2,116.0,7,20,4,1,0,0,3,1
10,0,152.53,9,29,4,3,0,0,3,1
90,0,89.25,9,13,4,1,2,0,0,0
95,0,60.0,12,29,3,3,0,0,3,1
8,1,80.75,12,5,4,1,1,3,0,1
141,1,131.47,8,1,4,5,1,0,3,1
12,1,103.84,10,31,4,2,2,0,3,1
7,1,67.0,8,23,2,3,0,0,0,1
14,2,97.02,10,15,4,2,0,0,0,1
4,2,90.5,8,18,4,4,0,0,0,1
27,1,111.0,4,25,4,0,1,0,0,1
3,0,58.0,12,3,3,3,2,0,0,1
121,0,120.0,6,9,3,1,0,0,0,0
1,0,95.65,8,23,4,2,0,3,3,1
2,2,121.0,8,2,4,1,0,0,0,1
4,0,64.4,3,16,3,1,0,0,0,1
207,1,90.95,8,7,4,5,2,0,0,1
2,1,151.0,4,29,4,4,2,0,3,1
67,1,104.76,9,5,4,4,1,3,0,1
39,2,177.0,4,29,4,2,0,0,3,1
9,0,166.0,7,14,4,2,0,0,3,1
68,2,132.3,10,18,4,3,0,0,3,1
20,0,113.0,2,27,4,1,1,0,3,1
84,1,117.9,8,15,4,0,1,0,0,1
23,0,125.0,4,10,4,2,2,0,3,1
105,0,139.5,7,31,4,3,2,0,3,0
0,1,155.0,10,13,4,1,0,0,3,1
97,0,78.3,3,12,4,1,1,0,0,0
3,0,136.0,8,17,2,5,2,0,0,0
21,1,88.0,11,24,4,1,0,3,0,1
173,0,96.9,8,22,3,1,1,0,0,1
131,2,82.79,4,16,4,3,2,0,0,1
95,1,38.67,3,22,3,3,0,0,0,1
69,0,71.4,9,30,3,1,0,0,0,1
86,0,60.0,5,20,3,2,1,0,0,1
181,1,105.3,8,20,4,1,0,0,0,0
108,0,75.76,4,16,4,2,2,0,1,1
7,0,148.0,3,23,4,3,0,0,3,1
54,1,180.0,3,20,4,1,2,0,5,1
19,1,119.0,4,13,4,1,0,3,0,1
150,0,80.1,10,30,4,0,2,3,0,0
102,1,105.0,5,13,3,2,1,0,0,1
1,0,105.0,9,3,4,1,0,0,0,1
35,2,85.5,11,26,4,3,0,3,0,1
119,0,155.7,8,7,4,6,4,0,3,0
11,1,155.0,8,25,4,1,0,0,3,1
110,1,85.87,11,2,4,3,0,3,0,1
9,1,95.0,6,17,3,2,1,0,0,1
58,1,94.5,6,22,4,2,0,0,0,1
4,2,176.0,7,27,4,4,0,0,3,1
231,0,64.6,12,27,3,5,0,0,0,1
0,1,146.0,8,13,4,3,1,0,0,1
244,2,98.4,9,29,4,1,0,3,0,0
57,0,219.6,12,29,4,3,0,0,3,0
10,0,95.0,11,25,4,1,0,3,0,0
11,0,65.0,12,15,2,1,0,0,0,1
1,1,77.25,12,19,4,1,0,0,1,1
61,2,140.4,5,28,4,1,1,0,3,1
133,0,88.5,4,29,4,2,1,3,0,0
180,2,100.08,10,28,3,2,1,1,0,0
12,1,147.2,9,14,4,4,1,0,3,1
53,2,85.85,3,28,4,4,1,0,0,1
13,0,147.9,11,13,4,4,2,0,5,0
212,0,78.0,5,20,3,3,2,0,0,0
23,2,89.0,9,11,4,0,2,3,0,1
41,0,117.6,3,24,4,3,0,0,0,1
0,0,119.0,3,27,4,0,1,0,0,1
177,1,99.3,7,19,4,3,0,0,0,1
208,0,112.5,10,22,4,3,2,0,0,0
30,0,0.0,9,24,4,0,0,1,0,1
331,2,110.78,12,27,4,5,1,0,3,0
1,0,86.25,12,23,4,3,0,0,1,1
34,0,159.3,3,25,4,2,0,0,3,0
102,0,79.29,6,25,3,10,4,0,0,0
290,0,86.7,12,1,4,3,1,0,3,0
71,0,88.5,4,24,4,1,2,3,0,1
27,1,90.84,5,22,4,2,2,0,0,1
68,1,135.9,5,10,4,3,0,0,0,1
111,1,121.5,7,16,4,1,0,0,0,1
7,0,77.25,12,20,4,0,1,0,1,1
82,0,130.5,6,29,4,3,0,0,0,0
41,0,74.88,10,27,4,4,0,0,0,1
7,1,67.0,11,9,2,1,0,0,0,1
60,1,41.76,4,9,3,3,2,0,0,1
22,1,68.07,11,24,4,3,1,0,0,1
58,0,88.0,11,11,4,2,0,3,0,0
163,0,187.28,9,28,4,4,1,0,5,0
42,0,80.3,2,20,4,1,0,0,0,1
148,1,93.5,9,11,4,2,0,0,0,1
115,2,135.9,6,14,4,3,0,0,0,1
12,0,85.0,3,7,4,2,1,0,0,0
137,2,135.9,9,6,4,2,0,0,0,1
21,1,125.0,8,28,4,1,2,0,0,1
129,0,128.7,8,25,4,2,0,0,3,1
11,0,157.67,12,29,3,3,0,0,4,1
111,0,120.0,10,10,4,0,1,0,0,0
15,2,166.6,5,29,4,2,2,0,5,1
4,1,151.0,7,15,4,1,0,0,0,1
69,2,79.38,10,31,4,4,1,3,0,0
5,0,65.0,9,28,2,0,1,0,0,1
100,2,136.0,5,19,4,3,1,0,0,1
44,1,125.1,8,22,4,2,1,3,0,1
32,1,136.0,10,24,4,1,1,0,3,1
71,0,78.3,2,17,4,3,0,0,0,0
145,0,118.8,7,28,4,2,0,0,3,1
12,0,161.0,12,10,4,1,0,0,3,1
121,1,173.25,7,27,4,1,0,1,0,1
12,0,85.0,12,28,4,0,1,3,0,1
7,0,97.0,5,16,4,0,1,0,0,0
2,1,96.0,8,30,4,0,1,0,0,1
12,0,68.0,11,2,3,5,1,0,0,1
16,0,75.0,3,8,2,3,0,0,3,1
4,0,94.0,11,8,2,1,0,0,3,1
123,1,100.8,4,30,4,1,1,0,0,0
69,0,121.5,5,7,4,1,2,0,0,1
15,1,117.3,12,28,4,4,0,0,0,1
117,2,177.3,5,5,4,3,0,0,5,1
51,2,207.9,9,11,4,2,2,0,5,1
41,0,60.0,11,1,3,2,2,0,3,1
17,0,102.0,12,30,4,2,2,3,0,1
0,0,89.0,11,5,2,1,0,0,0,1
0,0,75.0,12,21,2,0,1,0,0,1
77,1,72.25,11,12,4,3,0,0,0,1
0,0,89.0,4,15,4,2,1,3,0,1
88,0,90.6,10,5,3,1,1,1,0,1
279,0,110.0,10,12,4,3,0,0,0,0
18,2,199.43,12,23,4,2,0,0,6,1
80,0,98.41,7,1,4,1,0,0,3,0
4,1,122.48,12,29,4,3,1,0,0,1
46,0,67.5,11,4,3,2,0,0,0,1
19,0,147.0,3,18,4,2,0,1,0,0
9,0,95.0,3,31,2,1,0,0,0,0
32,0,143.28,11,8,4,2,0,0,0,0
230,0,111.0,9,6,3,5,0,0,0,0
64,0,94.78,4,26,4,4,0,3,0,0
0,0,133.0,12,10,4,1,0,0,3,1
150,1,94.5,7,27,4,2,0,3,0,1
19,0,107.0,9,11,3,1,2,0,3,1
1,0,65.0,12,10,2,1,0,0,0,1
45,1,108.0,8,31,4,2,0,3,0,1
35,1,125.1,8,10,4,1,0,3,0,0
204,3,76.5,8,12,4,4,0,0,0,1
166,2,110.37,6,23,4,3,1,0,3,0
15,1,85.29,8,27,4,5,2,0,1,0
70,0,52.0,1,27,3,5,2,0,3,1
2,0,89.0,3,30,4,1,0,3,0,1
97,2,96.3,4,8,4,2,0,0,0,1
9,1,71.6,1,10,4,2,2,0,0,1
110,1,129.3,8,1,4,5,1,0,3,1
70,0,87.3,4,2,4,1,2,0,0,0
33,1,79.35,10,1,4,2,0,0,0,1
0,0,59.04,8,1,4,0,1,3,0,1
93,1,80.75,6,3,3,2,0,0,0,1
49,0,75.0,11,4,3,2,0,0,0,1
36,0,144.0,10,6,3,3,0,0,4,1
115,0,141.3,7,18,4,4,1,0,3,1
25,1,135.0,9,15,4,3,2,3,0,0
151,2,167.45,7,1,4,7,2,0,5,0
181,1,85.5,7,8,4,1,0,3,0,0
63,0,105.3,7,23,4,5,2,0,0,0
2,1,89.0,5,9,4,0,1,3,0,1
96,2,94.67,11,18,4,2,1,0,0,1
47,1,60.0,11,7,3,2,2,0,3,1
87,0,108.29,4,27,4,4,1,0,0,1
3,2,156.0,4,1,4,2,0,0,3,1
1,0,95.0,9,6,2,1,0,0,0,1
1,1,95.48,6,15,4,1,0,3,0,1
73,2,150.3,7,4,4,3,1,0,3,1
67,1,161.1,5,12,4,3,0,1,0,1
100,1,164.9,5,15,4,4,2,1,3,1
0,1,129.0,6,21,4,1,0,3,0,1
76,0,99.45,3,26,4,3,2,0,3,0
16,2,74.8,11,13,4,4,2,3,0,0
2,1,124.5,6,28,4,4,0,3,0,1
77,2,153.18,6,19,4,3,2,0,3,1
5,3,127.4,10,30,4,3,2,0,0,1
282,0,76.67,10,10,3,1,2,0,0,1
78,1,136.0,4,12,4,4,0,1,3,0
35,0,78.3,1,13,4,2,0,0,0,0
8,1,58.0,12,15,3,3,0,0,0,1
117,0,82.45,4,27,4,4,1,3,0,0
227,2,102.85,10,4,4,5,0,0,0,0
19,0,131.6,4,14,4,3,2,0,3,0
20,1,131.35,12,28,4,4,0,0,3,1
26,0,139.0,9,15,4,2,0,3,0,0
5,0,0.0,10,21,4,1,0,0,0,1
272,1,94.35,10,15,4,4,2,0,0,0
225,0,67.5,11,25,4,1,0,3,0,0
15,0,81.0,2,19,2,1,0,0,0,1
47,1,105.5,11,5,4,2,0,0,1,1
256,0,90.95,8,31,4,4,0,0,0,0
67,1,102.6,11,22,4,1,0,0,3,1
90,0,90.95,4,15,4,5,2,0,0,0
33,1,131.88,11,6,4,3,2,0,0,1
19,1,104.0,12,5,4,2,1,0,0,1
245,0,75.0,6,17,4,2,0,0,0,0
75,0,150.45,5,9,4,6,3,0,3,1
68,0,107.95,7,4,3,1,1,1,3,1
53,1,149.4,8,6,4,1,0,0,3,1
121,3,0.0,8,31,1,1,0,0,6,1
187,3,108.9,10,7,4,2,1,0,0,1
82,1,121.5,6,10,4,2,0,0,0,1
6,0,65.0,8,8,2,0,1,0,0,0
11,1,69.5,1,20,4,4,0,3,0,1
0,0,123.0,4,23,4,1,1,0,0,1
40,2,207.9,9,20,4,3,0,0,5,1
171,0,137.7,8,22,4,1,1,0,0,0
39,0,127.39,5,13,4,2,1,0,1,1
165,2,123.3,10,27,4,3,1,0,3,0
55,0,56.0,2,24,3,2,0,0,0,1
253,2,115.2,9,19,4,0,1,0,3,0
3,1,64.68,5,16,4,0,1,3,0,1
21,2,114.0,5,9,4,3,1,3,0,1
75,2,118.6,6,17,4,2,2,0,1,1
14,1,210.0,9,1,4,3,1,0,5,1
13,0,137.0,7,8,4,1,0,3,0,0
13,1,111.85,6,5,4,0,1,0,0,1
72,1,96.3,6,26,4,0,1,0,0,1
17,1,69.5,1,23,4,1,0,3,0,1
1,1,91.0,2,27,4,1,0,3,0,1
102,0,82.45,8,13,3,3,2,0,3,1
0,0,108.8,5,10,3,3,0,0,0,1
0,0,160.0,9,27,2,1,0,0,3,1
235,1,96.3,8,6,4,1,1,0,0,1
209,2,127.8,8,7,4,1,2,0,0,0
76,1,71.05,10,30,4,4,2,0,3,1
29,0,78.2,3,2,4,4,1,0,0,0
203,0,96.3,8,9,4,3,0,0,0,0
4,2,230.0,5,4,4,2,0,0,5,1
113,0,118.8,9,7,3,4,1,0,0,0
278,2,139.9,7,23,4,1,2,0,0,0
35,1,83.9,3,3,4,3,1,0,0,1
29,0,64.8,3,23,3,3,0,3,0,1
196,0,105.4,9,12,4,5,2,0,0,0
102,0,101.34,12,26,4,3,1,0,1,0
92,0,49.74,7,5,4,3,2,0,0,0
2,1,85.0,1,22,4,2,0,3,0,1
113,0,55.63,3,29,4,4,0,3,0,1
106,0,105.0,5,21,3,3,2,1,0,1
183,0,90.95,8,27,4,2,2,0,0,0
38,2,99.9,6,20,4,3,1,0,0,1
15,0,84.33,3,5,4,1,2,3,0,1
6,0,152.0,10,1,4,1,1,0,3,1
71,0,75.54,10,30,4,0,1,0,0,0
3,0,126.0,10,4,4,0,1,0,0,1
24,2,148.0,8,4,4,2,0,3,0,1
185,0,150.4,10,2,3,5,3,1,0,0
208,0,116.1,9,11,4,1,2,3,1,0
70,2,156.6,12,8,4,3,0,0,5,1
204,1,180.9,10,7,4,2,0,0,5,0
1,0,79.0,1,20,4,2,0,3,0,1
152,1,76.58,5,2,4,3,1,0,0,0
2,0,65.0,5,5,2,1,0,0,0,1
213,0,67.5,12,17,4,1,0,3,0,1
129,0,114.3,8,6,4,4,2,0,0,0
19,2,174.0,9,15,4,2,0,0,3,1
48,0,158.4,10,15,4,2,2,0,3,1
203,0,67.5,12,1,4,3,0,3,0,0
57,1,84.69,10,10,4,1,2,3,0,1
349,0,96.67,10,4,3,5,1,0,0,1
90,1,82.45,4,4,4,3,1,0,0,1
159,1,132.96,7,22,4,5,2,1,0,0
47,2,83.16,10,2,4,0,2,3,0,1
38,1,126.9,5,23,4,2,1,0,0,0
190,0,165.6,9,8,4,3,0,1,0,0
28,1,141.67,12,30,3,2,1,0,0,1
0,0,15.0,7,10,4,0,1,0,0,1
58,0,81.0,1,27,3,3,0,0,0,1
1,0,89.0,8,9,4,0,1,3,0,1
44,0,121.61,4,30,4,2,2,0,0,1
26,1,108.58,11,11,4,2,2,0,3,1
0,1,110.7,6,9,4,1,0,0,0,1
57,1,105.0,11,11,3,2,1,0,0,1
173,0,72.25,7,12,3,3,0,0,0,1
80,1,99.1,8,27,4,1,0,0,0,1
1,1,170.0,9,19,4,1,2,0,3,1
2,2,201.0,7,20,4,2,0,0,5,1
0,0,79.0,11,28,2,1,1,0,0,0
47,2,159.75,10,25,3,4,2,1,0,1
46,1,125.1,9,19,4,0,1,3,0,1
34,1,68.45,11,27,4,5,2,0,0,1
230,0,109.65,9,18,4,2,2,3,0,0
61,0,92.28,5,11,4,4,0,0,0,0
122,0,67.0,11,25,2,1,0,0,0,1
121,1,88.4,12,24,4,3,2,0,0,1
1,2,184.5,7,8,4,2,2,0,3,1
2,0,95.0,11,25,4,2,0,3,0,1
1,1,120.0,1,25,4,1,1,0,0,1
145,0,94.5,8,29,3,1,2,1,0,1
227,0,80.75,8,29,3,5,2,0,0,1
95,1,95.2,4,26,4,4,0,0,0,1
33,0,108.9,5,25,4,1,0,0,0,1
63,2,94.5,7,23,4,1,0,3,0,1
28,1,144.8,5,20,4,2,1,0,3,1
0,1,96.0,12,22,4,1,0,0,0,1
186,2,137.7,8,8,4,2,1,0,3,0
41,0,81.08,4,21,4,1,0,0,0,0
81,0,119.85,5,14,4,2,2,0,0,0
112,1,120.0,6,2,4,3,0,0,0,0
133,1,127.15,5,24,4,5,1,0,3,1
25,2,84.0,10,4,4,2,2,0,0,1
22,0,89.0,3,16,2,2,0,0,0,1
19,0,96.0,12,16,4,2,0,0,0,1
68,1,60.0,11,30,3,3,1,0,3,1
197,0,108.9,10,8,4,1,2,0,0,0
63,0,177.3,7,19,4,2,0,0,5,0
208,0,75.44,12,29,4,4,0,0,0,0
1,1,115.0,8,4,4,1,0,0,0,1
180,0,114.75,8,11,4,3,1,0,0,0
4,0,81.0,2,19,2,2,1,0,0,1
93,1,89.25,10,7,4,4,0,0,0,1
7,0,148.0,8,11,4,2,0,3,0,1
24,0,166.0,6,27,4,0,1,0,3,0
9,1,116.8,10,29,4,1,1,0,0,1
53,1,104.58,4,25,4,4,1,0,3,1
100,1,79.2,11,12,4,1,0,3,0,1
40,1,82.1,3,7,4,2,1,3,0,1
24,2,68.99,1,6,4,4,1,0,0,1
18,0,129.0,4,13,2,1,0,0,0,1
0,0,109.0,8,14,3,2,0,1,0,1
16,1,96.25,12,5,4,1,1,0,1,1
42,1,131.4,3,22,4,1,0,0,3,1
86,0,134.1,8,14,4,0,1,0,0,0
25,1,151.0,7,7,4,1,0,0,0,1
6,0,103.0,3,13,4,0,2,0,0,0
29,0,67.5,8,16,3,2,0,3,0,1
36,0,159.3,6,4,4,1,0,0,3,0
75,1,74.8,12,2,4,2,2,3,0,1
14,0,159.0,5,8,4,3,2,0,3,0
5,1,68.53,5,16,4,0,1,3,0,1
90,1,51.71,3,20,4,3,2,3,0,1
11,1,57.98,1,28,4,1,0,3,0,1
26,0,232.33,9,19,4,2,1,0,5,0
36,1,71.1,3,14,4,2,1,3,0,1
62,1,118.8,7,24,4,2,2,0,3,1
2,0,75.0,9,5,3,1,0,0,0,1
2,1,80.0,2,10,4,2,0,0,0,1
40,0,126.9,5,21,4,3,2,0,0,0
59,1,105.0,4,4,3,3,1,0,0,1
54,2,146.92,10,9,4,1,2,0,5,1
38,0,177.3,4,21,4,3,1,0,5,0
33,2,207.9,8,24,4,3,0,0,5,1
87,0,85.0,5,22,3,5,2,3,0,1
66,0,75.0,10,9,3,2,1,0,0,0
0,0,101.18,7,23,4,1,0,0,0,1
35,1,248.49,9,18,4,0,2,0,1,1
73,0,149.4,7,6,4,4,0,0,3,0
106,1,76.5,8,13,4,7,2,0,0,1
60,0,95.1,6,26,4,1,2,3,0,0
1,1,135.0,12,31,4,1,0,0,0,1
40,1,126.9,5,13,4,2,2,0,0,1
101,2,198.9,5,19,4,3,0,0,5,1
29,1,139.0,9,29,4,1,0,0,0,0
92,1,103.5,11,1,4,4,0,0,3,1
1,0,77.0,1,5,2,1,0,0,0,1
39,1,115.6,12,28,4,4,0,0,0,1
2,0,66.0,1,14,2,1,0,0,0,1
143,2,101.54,4,23,4,4,2,0,3,0
193,1,100.8,6,22,4,2,0,0,0,0
162,0,70.0,9,17,3,3,0,0,0,1
26,2,122.0,8,30,4,2,0,0,0,1
0,0,65.0,8,19,2,1,0,0,0,1
34,0,70.83,10,7,3,4,2,0,3,0
54,0,159.3,6,4,4,1,0,0,3,0
192,0,94.5,8,3,4,2,0,3,0,0
7,1,151.0,6,30,4,2,0,0,0,1
133,0,100.8,8,23,4,4,0,0,0,0
1,0,159.0,8,2,2,1,0,0,0,1
83,0,159.3,4,1,4,2,0,0,5,0
0,2,152.0,9,9,4,3,0,0,0,1
7,3,107.03,8,31,4,1,0,0,0,1
43,1,88.4,12,8,4,3,1,0,0,1
212,1,78.0,5,20,3,3,2,0,0,1
14,2,149.67,9,11,4,1,2,0,3,1
40,0,168.3,7,26,4,3,0,0,3,0
85,2,89.7,11,14,4,3,1,0,0,1
59,2,71.1,11,2,4,3,0,0,0,1
10,0,79.0,11,7,0,3,1,0,0,0
0,2,140.0,10,29,4,1,1,3,0,1
14,0,87.12,5,31,4,3,0,0,0,1
129,2,124.2,8,16,4,5,0,0,3,1
46,2,159.3,4,29,4,2,1,0,3,1
43,0,123.9,7,19,4,3,0,0,0,0
66,1,184.52,10,24,4,2,1,0,6,1
14,0,115.0,9,5,4,1,1,3,0,1
8,0,69.5,1,13,4,3,0,3,0,1
54,0,47.43,3,1,4,4,0,3,0,0
97,0,140.4,5,24,4,3,0,0,3,1
131,0,94.5,8,15,3,1,2,1,0,0
17,0,67.0,11,17,2,1,0,0,0,0
276,0,81.43,12,28,4,4,1,0,0,0
38,0,85.0,12,2,2,2,0,0,0,1
47,1,88.4,11,16,4,4,0,0,0,1
217,1,80.75,8,7,4,4,2,3,0,1
40,0,201.95,3,25,4,2,1,0,6,0
53,1,81.0,12,29,4,2,0,3,0,1
83,0,80.75,4,20,3,5,2,0,0,1
11,0,100.0,10,11,2,3,2,0,0,1
135,0,89.25,10,7,4,4,0,0,0,0
252,0,106.3,10,15,4,1,2,0,0,0
37,0,120.0,12,28,4,3,0,3,0,0
24,1,108.08,9,10,4,3,1,0,0,1
57,2,159.3,5,22,4,2,2,0,3,1
89,1,118.8,10,10,4,1,1,0,0,0
37,2,105.3,10,22,4,2,0,0,3,1
97,0,102.3,4,16,4,1,2,0,3,1
26,1,131.0,9,3,4,1,1,0,0,1
41,0,68.0,11,27,3,2,2,0,0,1
22,0,284.1,9,17,4,1,0,0,1,0
58,0,60.0,11,18,3,4,0,0,3,1
91,0,67.95,3,21,4,3,1,3,0,1
19,2,129.0,9,25,4,0,1,3,0,1
28,1,87.0,12,17,4,1,0,0,0,1
32,1,116.1,5,8,4,0,1,3,0,1
199,1,106.2,4,14,4,3,1,0,0,0
23,0,94.0,10,7,3,5,2,0,0,1
24,1,109.33,2,26,4,2,1,0,3,0
97,2,68.65,10,19,4,2,1,0,1,1
33,2,197.0,11,7,4,2,1,0,0,1
26,1,119.85,6,17,4,1,0,0,0,1
203,0,87.99,8,17,4,3,0,0,0,0
70,2,97.2,10,18,4,2,0,3,0,1
14,1,122.96,11,7,4,5,1,0,3,1
248,0,70.55,12,27,4,5,0,3,0,0
3,0,135.15,9,18,3,1,2,0,0,1
6,0,127.0,3,11,4,2,0,0,0,0
3,1,180.0,8,13,4,1,1,0,0,1
8,1,160.0,7,17,4,0,2,0,0,1
117,0,150.45,6,16,4,3,1,0,3,0
37,0,126.9,4,29,4,2,2,0,0,0
117,0,72.5,8,1,3,1,2,1,0,1
123,0,70.73,4,30,4,5,2,0,0,1
32,0,80.08,11,16,4,3,0,0,0,0
6,0,137.0,3,3,4,3,0,0,0,0
55,1,95.1,6,26,4,1,2,3,0,1
29,0,104.0,12,23,4,2,1,0,0,1
101,0,80.0,4,4,3,2,1,0,0,0
13,1,87.78,10,25,4,3,0,3,0,1
280,0,110.0,9,19,4,2,1,0,0,0
134,0,118.8,10,8,4,1,1,0,0,0
32,1,101.03,8,29,4,3,1,3,0,0
20,0,119.0,9,19,2,1,1,0,0,1
230,1,76.85,7,29,4,2,1,0,1,1
67,0,108.3,3,17,4,3,0,0,3,1
133,2,70.04,8,21,4,3,2,3,0,1
196,0,121.98,9,3,4,6,2,0,3,0
47,1,123.96,4,28,4,3,1,0,0,1
197,1,108.45,8,9,4,4,0,0,0,0
61,1,145.4,9,8,4,3,0,0,3,1
128,3,100.29,9,16,4,2,0,3,0,1
16,2,210.0,9,26,4,2,2,0,0,1
52,0,85.85,3,28,4,3,1,0,0,0
32,0,85.0,10,15,3,1,1,0,0,1
148,0,100.8,6,2,4,3,0,0,0,1
2,0,109.0,8,3,3,4,0,0,0,1
12,3,158.5,2,24,4,4,0,1,0,1
